year,raceId,driverId,LapNumber,Position,LapTime_Str,LapTime_Seconds,TyreLife,LapTime_Delta,Stint,ShouldPit
2023,Bahrain Grand Prix,perez,5,3,1:38.404,98.404,5,-0.3540000000000134,1,0
2023,Bahrain Grand Prix,piastri,1,16,1:48.214,108.214,1,0.0,1,0
2023,Bahrain Grand Prix,piastri,2,16,1:40.830,100.83,2,-7.384,1,0
2023,Bahrain Grand Prix,piastri,3,16,1:40.691,100.691,3,-0.1389999999999958,1,0
2023,Bahrain Grand Prix,piastri,4,16,1:40.718,100.718,4,0.027000000000001023,1,0
2023,Bahrain Grand Prix,piastri,5,16,1:40.862,100.862,5,0.14399999999999125,1,0
2023,Bahrain Grand Prix,russell,1,6,1:42.662,102.662,1,0.0,1,0
2023,Bahrain Grand Prix,russell,2,6,1:39.590,99.59,2,-3.0720000000000027,1,0
2023,Bahrain Grand Prix,russell,3,6,1:39.093,99.093,3,-0.4969999999999999,1,0
2023,Bahrain Grand Prix,russell,4,6,1:39.261,99.261,4,0.16799999999999216,1,0
2023,Bahrain Grand Prix,russell,5,6,1:39.549,99.549,5,0.2880000000000109,1,0
2023,Bahrain Grand Prix,sainz,1,4,1:41.659,101.65899999999999,1,0.0,1,0
2023,Bahrain Grand Prix,sainz,2,4,1:38.933,98.93299999999999,2,-2.725999999999999,1,0
2023,Bahrain Grand Prix,sainz,3,4,1:39.042,99.042,3,0.10900000000000887,1,0
2023,Bahrain Grand Prix,sainz,4,4,1:38.985,98.985,4,-0.05700000000000216,1,0
2023,Bahrain Grand Prix,sainz,5,4,1:39.128,99.128,5,0.14300000000000068,1,0
2023,Bahrain Grand Prix,sargeant,1,13,1:46.855,106.85499999999999,1,0.0,1,0
2023,Bahrain Grand Prix,sargeant,2,13,1:40.467,100.467,2,-6.387999999999991,1,0
2023,Bahrain Grand Prix,sargeant,3,13,1:40.349,100.34899999999999,3,-0.11800000000000921,1,0
2023,Bahrain Grand Prix,sargeant,4,13,1:40.644,100.644,4,0.2950000000000159,1,0
2023,Bahrain Grand Prix,sargeant,5,13,1:40.902,100.902,5,0.25799999999999557,1,0
2023,Bahrain Grand Prix,stroll,1,9,1:44.670,104.67,1,0.0,1,0
2023,Bahrain Grand Prix,stroll,2,9,1:39.892,99.892,2,-4.778000000000006,1,0
2023,Bahrain Grand Prix,stroll,3,9,1:39.625,99.625,3,-0.2669999999999959,1,0
2023,Bahrain Grand Prix,stroll,4,9,1:39.745,99.745,4,0.12000000000000455,1,0
2023,Bahrain Grand Prix,stroll,5,8,1:39.144,99.144,5,-0.6009999999999991,1,0
2023,Bahrain Grand Prix,tsunoda,1,15,1:47.791,107.791,1,0.0,1,0
2023,Bahrain Grand Prix,tsunoda,2,15,1:40.837,100.837,2,-6.9539999999999935,1,0
2023,Bahrain Grand Prix,tsunoda,3,15,1:40.243,100.243,3,-0.5940000000000083,1,0
2023,Bahrain Grand Prix,tsunoda,4,14,1:39.950,99.95,4,-0.29299999999999216,1,0
2023,Bahrain Grand Prix,tsunoda,5,14,1:41.131,101.131,5,1.1809999999999974,1,0
2023,Bahrain Grand Prix,zhou,1,17,1:48.467,108.467,1,0.0,1,0
2023,Bahrain Grand Prix,zhou,2,17,1:41.091,101.09100000000001,2,-7.375999999999991,1,0
2023,Bahrain Grand Prix,zhou,3,17,1:40.596,100.596,3,-0.49500000000000455,1,0
2023,Bahrain Grand Prix,zhou,4,17,1:40.853,100.85300000000001,4,0.257000000000005,1,0
2023,Bahrain Grand Prix,zhou,5,17,1:40.814,100.814,5,-0.03900000000001569,1,0
2023,Belgian Grand Prix,albon,1,10,2:00.359,120.359,1,0.0,1,0
2023,Belgian Grand Prix,albon,2,9,1:54.821,114.821,2,-5.537999999999997,1,0
2023,Belgian Grand Prix,albon,3,9,1:53.907,113.907,3,-0.9140000000000015,1,0
2023,Belgian Grand Prix,albon,4,8,1:55.004,115.00399999999999,4,1.0969999999999942,1,0
2023,Belgian Grand Prix,albon,5,7,1:55.653,115.65299999999999,5,0.6490000000000009,1,0
2023,Belgian Grand Prix,alonso,1,6,1:58.270,118.27000000000001,1,0.0,1,0
2023,Belgian Grand Prix,alonso,2,6,1:54.343,114.343,2,-3.9270000000000067,1,0
2023,Belgian Grand Prix,alonso,3,6,1:54.585,114.58500000000001,3,0.24200000000000443,1,0
2023,Belgian Grand Prix,alonso,4,5,1:53.395,113.39500000000001,4,-1.1899999999999977,1,0
2023,Belgian Grand Prix,alonso,5,5,1:53.596,113.596,5,0.2009999999999934,1,0
2023,Belgian Grand Prix,alonso,6,5,1:53.643,113.643,6,0.046999999999997044,1,0
2023,Belgian Grand Prix,bottas,1,12,2:01.163,121.163,1,0.0,1,0
2023,Belgian Grand Prix,bottas,2,12,1:55.608,115.608,2,-5.554999999999993,1,0
2023,Belgian Grand Prix,bottas,3,13,1:54.834,114.834,3,-0.7740000000000009,1,0
2023,Belgian Grand Prix,bottas,4,14,1:55.571,115.571,4,0.7369999999999948,1,0
2023,Belgian Grand Prix,bottas,5,13,1:55.599,115.59899999999999,5,0.027999999999991587,1,0
2023,Belgian Grand Prix,gasly,1,16,2:02.849,122.849,1,0.0,1,0
2023,Belgian Grand Prix,gasly,2,16,1:56.015,116.015,2,-6.834000000000003,1,0
2023,Belgian Grand Prix,gasly,3,16,1:54.814,114.814,3,-1.2010000000000076,1,0
2023,Belgian Grand Prix,gasly,4,16,1:54.371,114.37100000000001,4,-0.44299999999998363,1,0
2023,Belgian Grand Prix,gasly,5,14,1:55.415,115.41499999999999,5,1.0439999999999827,1,0
2023,Belgian Grand Prix,hamilton,1,3,1:55.210,115.21000000000001,1,0.0,1,0
2023,Belgian Grand Prix,hamilton,2,3,1:53.020,113.02000000000001,2,-2.1899999999999977,1,0
2023,Belgian Grand Prix,hamilton,3,3,1:52.454,112.45400000000001,3,-0.5660000000000025,1,0
2023,Belgian Grand Prix,hamilton,4,3,1:52.506,112.506,4,0.0519999999999925,1,0
2023,Belgian Grand Prix,hamilton,5,3,1:52.717,112.717,5,0.21099999999999852,1,0
2023,Belgian Grand Prix,hamilton,6,4,1:53.813,113.813,6,1.0960000000000036,1,0
2023,Belgian Grand Prix,hulkenberg,1,17,2:03.270,123.27,1,0.0,1,0
2023,Belgian Grand Prix,hulkenberg,2,17,1:55.743,115.743,2,-7.527000000000001,1,0
2023,Belgian Grand Prix,hulkenberg,3,17,1:55.176,115.176,3,-0.5669999999999931,1,0
2023,Belgian Grand Prix,hulkenberg,4,17,1:54.581,114.581,4,-0.5949999999999989,1,0
2023,Belgian Grand Prix,hulkenberg,5,16,1:55.530,115.53,5,0.9489999999999981,1,0
2023,Belgian Grand Prix,kevin_magnussen,1,18,2:03.830,123.83,1,0.0,1,0
2023,Belgian Grand Prix,kevin_magnussen,2,18,1:55.592,115.592,2,-8.238,1,0
2023,Belgian Grand Prix,kevin_magnussen,3,18,1:55.403,115.40299999999999,3,-0.18900000000000716,1,0
2023,Belgian Grand Prix,kevin_magnussen,4,18,1:54.635,114.63499999999999,4,-0.7680000000000007,1,0
2023,Belgian Grand Prix,kevin_magnussen,5,18,1:59.429,119.429,5,4.794000000000011,1,1
2023,Belgian Grand Prix,leclerc,1,2,1:54.584,114.584,1,0.0,1,0
2023,Belgian Grand Prix,leclerc,2,2,1:52.839,112.839,2,-1.7450000000000045,1,0
2023,Belgian Grand Prix,leclerc,3,2,1:52.292,112.292,3,-0.546999999999997,1,0
2023,Belgian Grand Prix,leclerc,4,2,1:52.479,112.479,4,0.1869999999999976,1,0
2023,Belgian Grand Prix,leclerc,5,2,1:52.575,112.575,5,0.09600000000000364,1,0
2023,Belgian Grand Prix,leclerc,6,2,1:52.684,112.684,6,0.10899999999999466,1,0
2023,Belgian Grand Prix,max_verstappen,1,4,1:55.659,115.65899999999999,1,0.0,1,0
2023,Belgian Grand Prix,max_verstappen,2,4,1:53.103,113.10300000000001,2,-2.555999999999983,1,0
2023,Belgian Grand Prix,max_verstappen,3,4,1:52.277,112.277,3,-0.8260000000000076,1,0
2023,Belgian Grand Prix,max_verstappen,4,4,1:52.789,112.789,4,0.5120000000000005,1,0
2023,Belgian Grand Prix,max_verstappen,5,4,1:52.602,112.602,5,-0.1869999999999976,1,0
2023,Belgian Grand Prix,max_verstappen,6,3,1:52.130,112.13,6,-0.4720000000000084,1,0
2023,Belgian Grand Prix,norris,1,7,1:58.832,118.832,1,0.0,1,0
2023,Belgian Grand Prix,norris,2,7,1:54.921,114.92099999999999,2,-3.9110000000000014,1,0
2023,Belgian Grand Prix,norris,3,8,1:54.717,114.717,3,-0.20399999999999352,1,0
2023,Belgian Grand Prix,norris,4,10,1:56.661,116.661,4,1.9440000000000026,1,1
2023,Belgian Grand Prix,norris,5,17,2:00.430,120.43,5,3.7690000000000055,1,1
2023,Belgian Grand Prix,ocon,1,13,2:01.887,121.887,1,0.0,1,0
2023,Belgian Grand Prix,ocon,2,13,1:55.421,115.42099999999999,2,-6.466000000000008,1,0
2023,Belgian Grand Prix,ocon,3,12,1:53.760,113.75999999999999,3,-1.6610000000000014,1,0
2023,Belgian Grand Prix,ocon,4,12,1:54.967,114.967,4,1.2070000000000078,1,0
2023,Belgian Grand Prix,ocon,5,11,1:55.853,115.85300000000001,5,0.8860000000000099,1,0
2023,Belgian Grand Prix,perez,1,1,1:53.295,113.295,1,0.0,1,0
2023,Belgian Grand Prix,perez,2,1,1:52.166,112.166,2,-1.1290000000000049,1,0
2023,Belgian Grand Prix,perez,3,1,1:52.153,112.15299999999999,3,-0.01300000000000523,1,0
2023,Belgian Grand Prix,perez,4,1,1:52.336,112.336,4,0.18300000000000693,1,0
2023,Belgian Grand Prix,perez,5,1,1:52.572,112.572,5,0.2360000000000042,1,0
2023,Belgian Grand Prix,perez,6,1,1:52.466,112.46600000000001,6,-0.10599999999999454,1,0
2023,Belgian Grand Prix,ricciardo,1,19,2:04.175,124.175,1,0.0,1,0
2023,Belgian Grand Prix,ricciardo,2,19,1:56.010,116.00999999999999,2,-8.165000000000006,1,0
2023,Belgian Grand Prix,ricciardo,3,19,1:55.204,115.20400000000001,3,-0.8059999999999832,1,0
2023,Belgian Grand Prix,ricciardo,4,19,1:54.815,114.815,4,-0.38900000000001,1,0
2023,Belgian Grand Prix,ricciardo,5,19,1:59.336,119.336,5,4.521000000000001,1,1
2023,Belgian Grand Prix,russell,1,11,2:00.809,120.809,1,0.0,1,0
2023,Belgian Grand Prix,russell,2,11,1:55.207,115.207,2,-5.602000000000004,1,0
2023,Belgian Grand Prix,russell,3,11,1:54.150,114.15,3,-1.056999999999988,1,0
2023,Belgian Grand Prix,russell,4,11,1:55.162,115.162,4,1.0120000000000005,1,0
2023,Belgian Grand Prix,russell,5,10,1:55.531,115.531,5,0.3689999999999998,1,0
2023,Belgian Grand Prix,sainz,1,5,1:57.901,117.90100000000001,1,0.0,1,0
2023,Belgian Grand Prix,sainz,2,5,1:54.247,114.247,2,-3.6540000000000106,1,0
2023,Belgian Grand Prix,sainz,3,5,1:54.718,114.718,3,0.47100000000000364,1,0
2023,Belgian Grand Prix,sainz,4,6,1:56.245,116.245,4,1.527000000000001,1,1
2023,Belgian Grand Prix,sainz,5,8,1:56.974,116.97399999999999,5,0.728999999999985,1,0
2023,Belgian Grand Prix,sargeant,1,15,2:02.372,122.372,1,0.0,1,0
2023,Belgian Grand Prix,sargeant,2,15,1:55.985,115.985,2,-6.3870000000000005,1,0
2023,Belgian Grand Prix,sargeant,3,14,1:54.142,114.142,3,-1.8430000000000035,1,0
2023,Belgian Grand Prix,sargeant,4,13,1:54.152,114.152,4,0.010000000000005116,1,0
2023,Belgian Grand Prix,sargeant,5,12,1:55.729,115.729,5,1.5769999999999982,1,1
2023,Belgian Grand Prix,stroll,1,9,2:00.096,120.096,1,0.0,1,0
2023,Belgian Grand Prix,stroll,2,10,1:55.619,115.619,2,-4.477000000000004,1,0
2023,Belgian Grand Prix,stroll,3,10,1:53.977,113.977,3,-1.641999999999996,1,0
2023,Belgian Grand Prix,stroll,4,9,1:55.058,115.05799999999999,4,1.0809999999999889,1,0
2023,Belgian Grand Prix,stroll,5,9,1:55.795,115.795,5,0.737000000000009,1,0
2023,Belgian Grand Prix,tsunoda,1,8,1:59.555,119.555,1,0.0,1,0
2023,Belgian Grand Prix,tsunoda,2,8,1:54.710,114.71000000000001,2,-4.844999999999999,1,0
2023,Belgian Grand Prix,tsunoda,3,7,1:53.774,113.774,3,-0.936000000000007,1,0
2023,Belgian Grand Prix,tsunoda,4,7,1:55.437,115.437,4,1.6629999999999967,1,1
2023,Belgian Grand Prix,tsunoda,5,6,1:53.829,113.82900000000001,5,-1.6079999999999899,1,0
2023,Belgian Grand Prix,zhou,1,14,2:01.921,121.921,1,0.0,1,0
2023,Belgian Grand Prix,zhou,2,14,1:55.929,115.929,2,-5.992000000000004,1,0
2023,Belgian Grand Prix,zhou,3,15,1:55.198,115.19800000000001,3,-0.7309999999999945,1,0
2023,Belgian Grand Prix,zhou,4,15,1:54.639,114.63900000000001,4,-0.5589999999999975,1,0
2023,Belgian Grand Prix,zhou,5,15,1:56.110,116.11,5,1.4709999999999894,1,0
2023,British Grand Prix,albon,1,10,1:41.364,101.364,1,0.0,1,0
2023,British Grand Prix,albon,2,10,1:35.004,95.00399999999999,2,-6.360000000000014,1,0
2023,British Grand Prix,albon,3,10,1:33.809,93.809,3,-1.1949999999999932,1,0
2023,British Grand Prix,albon,4,10,1:33.866,93.866,4,0.05700000000000216,1,0
2023,British Grand Prix,albon,5,10,1:33.860,93.86,5,-0.006000000000000227,1,0
2023,British Grand Prix,alonso,1,7,1:40.026,100.02600000000001,1,0.0,1,0
2023,British Grand Prix,alonso,2,7,1:34.419,94.419,2,-5.6070000000000135,1,0
2023,British Grand Prix,alonso,3,7,1:33.424,93.424,3,-0.9949999999999903,1,0
2023,British Grand Prix,alonso,4,7,1:33.156,93.156,4,-0.2680000000000007,1,0
2023,British Grand Prix,alonso,5,7,1:34.157,94.157,5,1.0009999999999906,1,0
2023,British Grand Prix,bottas,1,18,1:44.975,104.975,1,0.0,1,0
2023,British Grand Prix,bottas,2,19,1:36.741,96.741,2,-8.233999999999995,1,0
2023,British Grand Prix,bottas,3,19,1:34.865,94.86500000000001,3,-1.8759999999999906,1,0
2023,British Grand Prix,bottas,4,19,1:34.611,94.61099999999999,4,-0.2540000000000191,1,0
2023,British Grand Prix,bottas,5,19,1:34.804,94.804,5,0.19300000000001205,1,0
2023,British Grand Prix,de_vries,1,17,1:44.444,104.444,1,0.0,1,0
2023,British Grand Prix,de_vries,2,17,1:36.208,96.208,2,-8.236000000000004,1,0
2023,British Grand Prix,de_vries,3,17,1:34.746,94.74600000000001,3,-1.461999999999989,1,0
2023,British Grand Prix,de_vries,4,17,1:34.199,94.199,4,-0.5470000000000113,1,0
2023,British Grand Prix,de_vries,5,17,1:34.761,94.761,5,0.5619999999999976,1,0
2023,British Grand Prix,gasly,1,9,1:41.014,101.01400000000001,1,0.0,1,0
2023,British Grand Prix,gasly,2,9,1:34.706,94.706,2,-6.308000000000007,1,0
2023,British Grand Prix,gasly,3,9,1:33.605,93.60499999999999,3,-1.1010000000000133,1,0
2023,British Grand Prix,gasly,4,9,1:33.349,93.34899999999999,4,-0.2560000000000002,1,0
2023,British Grand Prix,gasly,5,9,1:33.863,93.863,5,0.51400000000001,1,0
2023,British Grand Prix,hamilton,1,8,1:40.664,100.664,1,0.0,1,0
2023,British Grand Prix,hamilton,2,8,1:34.361,94.36099999999999,2,-6.3030000000000115,1,0
2023,British Grand Prix,hamilton,3,8,1:33.662,93.662,3,-0.6989999999999839,1,0
2023,British Grand Prix,hamilton,4,8,1:33.086,93.086,4,-0.5760000000000076,1,0
2023,British Grand Prix,hamilton,5,8,1:33.718,93.718,5,0.632000000000005,1,0
2023,British Grand Prix,hulkenberg,1,14,1:43.503,103.503,1,0.0,1,0
2023,British Grand Prix,hulkenberg,2,14,1:35.277,95.277,2,-8.225999999999999,1,0
2023,British Grand Prix,hulkenberg,3,14,1:34.530,94.53,3,-0.7469999999999999,1,0
2023,British Grand Prix,hulkenberg,4,14,1:34.354,94.354,4,-0.17600000000000193,1,0
2023,British Grand Prix,hulkenberg,5,15,1:35.588,95.588,5,1.2339999999999947,1,0
2023,British Grand Prix,kevin_magnussen,1,20,1:45.771,105.771,1,0.0,1,0
2023,British Grand Prix,kevin_magnussen,2,20,1:36.337,96.337,2,-9.433999999999997,1,0
2023,British Grand Prix,kevin_magnussen,3,20,1:35.169,95.169,3,-1.1680000000000064,1,0
2023,British Grand Prix,kevin_magnussen,4,20,1:34.731,94.731,4,-0.4380000000000024,1,0
2023,British Grand Prix,kevin_magnussen,5,20,1:34.598,94.598,5,-0.13299999999999557,1,0
2023,British Grand Prix,leclerc,1,4,1:38.300,98.3,1,0.0,1,0
2023,British Grand Prix,leclerc,2,4,1:33.994,93.994,2,-4.305999999999997,1,0
2023,British Grand Prix,leclerc,3,4,1:32.934,92.934,3,-1.0600000000000023,1,0
2023,British Grand Prix,leclerc,4,4,1:32.961,92.961,4,0.027000000000001023,1,0
2023,British Grand Prix,leclerc,5,4,1:34.409,94.40899999999999,5,1.4479999999999933,1,0
2023,British Grand Prix,max_verstappen,1,2,1:37.167,97.167,1,0.0,1,0
2023,British Grand Prix,max_verstappen,2,2,1:33.433,93.43299999999999,2,-3.734000000000009,1,0
2023,British Grand Prix,max_verstappen,3,2,1:32.730,92.72999999999999,3,-0.703000000000003,1,0
2023,British Grand Prix,max_verstappen,4,2,1:32.780,92.78,4,0.05000000000001137,1,0
2023,British Grand Prix,max_verstappen,5,1,1:32.582,92.582,5,-0.1980000000000075,1,0
2023,British Grand Prix,norris,1,1,1:36.551,96.551,1,0.0,1,0
2023,British Grand Prix,norris,2,1,1:33.046,93.04599999999999,2,-3.5050000000000097,1,0
2023,British Grand Prix,norris,3,1,1:33.180,93.18,3,0.13400000000001455,1,0
2023,British Grand Prix,norris,4,1,1:32.772,92.77199999999999,4,-0.40800000000001546,1,0
2023,British Grand Prix,norris,5,2,1:33.914,93.914,5,1.1420000000000101,1,0
2023,British Grand Prix,ocon,1,12,1:42.516,102.51599999999999,1,0.0,1,0
2023,British Grand Prix,ocon,2,12,1:35.230,95.22999999999999,2,-7.286000000000001,1,0
2023,British Grand Prix,ocon,3,12,1:34.113,94.113,3,-1.1169999999999902,1,0
2023,British Grand Prix,ocon,4,12,1:33.941,93.941,4,-0.17199999999999704,1,0
2023,British Grand Prix,ocon,5,12,1:33.946,93.946,5,0.0049999999999954525,1,0
2023,British Grand Prix,perez,1,16,1:44.033,104.033,1,0.0,1,0
2023,British Grand Prix,perez,2,15,1:35.482,95.482,2,-8.551000000000002,1,0
2023,British Grand Prix,perez,3,15,1:34.380,94.38,3,-1.1020000000000039,1,0
2023,British Grand Prix,perez,4,15,1:34.339,94.339,4,-0.04099999999999682,1,0
2023,British Grand Prix,perez,5,14,1:34.073,94.07300000000001,5,-0.26599999999999113,1,0
2023,British Grand Prix,piastri,1,3,1:37.773,97.773,1,0.0,1,0
2023,British Grand Prix,piastri,2,3,1:33.845,93.845,2,-3.9279999999999973,1,0
2023,British Grand Prix,piastri,3,3,1:32.499,92.499,3,-1.3460000000000036,1,0
2023,British Grand Prix,piastri,4,3,1:32.581,92.581,4,0.08200000000000784,1,0
2023,British Grand Prix,piastri,5,3,1:33.461,93.461,5,0.8799999999999955,1,0
2023,British Grand Prix,russell,1,5,1:38.651,98.65100000000001,1,0.0,1,0
2023,British Grand Prix,russell,2,5,1:34.115,94.11500000000001,2,-4.536000000000001,1,0
2023,British Grand Prix,russell,3,5,1:33.096,93.096,3,-1.0190000000000055,1,0
2023,British Grand Prix,russell,4,5,1:33.084,93.084,4,-0.012000000000000455,1,0
2023,British Grand Prix,russell,5,5,1:34.211,94.211,5,1.1269999999999953,1,0
2023,British Grand Prix,sainz,1,6,1:39.284,99.28399999999999,1,0.0,1,0
2023,British Grand Prix,sainz,2,6,1:34.177,94.17699999999999,2,-5.106999999999999,1,0
2023,British Grand Prix,sainz,3,6,1:33.456,93.456,3,-0.7209999999999894,1,0
2023,British Grand Prix,sainz,4,6,1:32.975,92.975,4,-0.48100000000000875,1,0
2023,British Grand Prix,sainz,5,6,1:33.666,93.666,5,0.6910000000000025,1,0
2023,British Grand Prix,sargeant,1,15,1:43.792,103.792,1,0.0,1,0
2023,British Grand Prix,sargeant,2,16,1:36.266,96.26599999999999,2,-7.5260000000000105,1,0
2023,British Grand Prix,sargeant,3,16,1:34.577,94.577,3,-1.688999999999993,1,0
2023,British Grand Prix,sargeant,4,16,1:34.332,94.332,4,-0.24500000000000455,1,0
2023,British Grand Prix,sargeant,5,16,1:34.842,94.842,5,0.5100000000000051,1,0
2023,British Grand Prix,stroll,1,11,1:42.049,102.049,1,0.0,1,0
2023,British Grand Prix,stroll,2,11,1:35.093,95.093,2,-6.956000000000003,1,0
2023,British Grand Prix,stroll,3,11,1:34.021,94.021,3,-1.0720000000000027,1,0
2023,British Grand Prix,stroll,4,11,1:33.799,93.799,4,-0.2219999999999942,1,0
2023,British Grand Prix,stroll,5,11,1:33.856,93.856,5,0.05699999999998795,1,0
2023,British Grand Prix,tsunoda,1,13,1:43.165,103.16499999999999,1,0.0,1,0
2023,British Grand Prix,tsunoda,2,13,1:35.252,95.25200000000001,2,-7.9129999999999825,1,0
2023,British Grand Prix,tsunoda,3,13,1:34.229,94.229,3,-1.0230000000000103,1,0
2023,British Grand Prix,tsunoda,4,13,1:34.362,94.362,4,0.13299999999999557,1,0
2023,British Grand Prix,tsunoda,5,13,1:34.457,94.457,5,0.09499999999999886,1,0
2023,British Grand Prix,zhou,1,19,1:45.239,105.239,1,0.0,1,0
2023,British Grand Prix,zhou,2,18,1:35.912,95.912,2,-9.326999999999998,1,0
2023,British Grand Prix,zhou,3,18,1:34.679,94.679,3,-1.233000000000004,1,0
2023,British Grand Prix,zhou,4,18,1:34.408,94.408,4,-0.2710000000000008,1,0
2023,British Grand Prix,zhou,5,18,1:34.736,94.73599999999999,5,0.32799999999998875,1,0
2023,Canadian Grand Prix,albon,1,10,1:29.175,89.175,1,0.0,1,0
2023,Canadian Grand Prix,albon,2,10,1:19.630,79.63,2,-9.545000000000002,1,0
2023,Canadian Grand Prix,albon,3,10,1:18.618,78.618,3,-1.0120000000000005,1,0
2023,Canadian Grand Prix,albon,4,10,1:18.780,78.78,4,0.16200000000000614,1,0
2023,Canadian Grand Prix,albon,5,10,1:18.422,78.422,5,-0.3580000000000041,1,0
2023,Canadian Grand Prix,alonso,1,3,1:24.892,84.892,1,0.0,1,0
2023,Canadian Grand Prix,alonso,2,3,1:18.599,78.599,2,-6.292999999999992,1,0
2023,Canadian Grand Prix,alonso,3,3,1:17.438,77.438,3,-1.1610000000000014,1,0
2023,Canadian Grand Prix,alonso,4,3,1:17.326,77.326,4,-0.11200000000000898,1,0
2023,Canadian Grand Prix,alonso,5,3,1:17.594,77.594,5,0.2680000000000007,1,0
2023,Canadian Grand Prix,bottas,1,16,1:32.120,92.12,1,0.0,1,0
2023,Canadian Grand Prix,bottas,2,16,1:20.588,80.588,2,-11.53200000000001,1,0
2023,Canadian Grand Prix,bottas,3,16,1:18.791,78.791,3,-1.796999999999997,1,0
2023,Canadian Grand Prix,bottas,4,16,1:18.629,78.629,4,-0.16199999999999193,1,0
2023,Canadian Grand Prix,bottas,5,16,1:19.448,79.44800000000001,5,0.8190000000000026,1,0
2023,Canadian Grand Prix,de_vries,1,17,1:32.516,92.51599999999999,1,0.0,1,0
2023,Canadian Grand Prix,de_vries,2,17,1:20.694,80.694,2,-11.821999999999989,1,0
2023,Canadian Grand Prix,de_vries,3,17,1:18.857,78.857,3,-1.8370000000000033,1,0
2023,Canadian Grand Prix,de_vries,4,17,1:19.152,79.152,4,0.2950000000000017,1,0
2023,Canadian Grand Prix,de_vries,5,17,1:19.341,79.34100000000001,5,0.18900000000000716,1,0
2023,Canadian Grand Prix,gasly,1,13,1:31.271,91.271,1,0.0,1,0
2023,Canadian Grand Prix,gasly,2,13,1:19.340,79.34,2,-11.930999999999997,1,0
2023,Canadian Grand Prix,gasly,3,13,1:18.700,78.7,3,-0.6400000000000006,1,0
2023,Canadian Grand Prix,gasly,4,13,1:18.514,78.514,4,-0.18600000000000705,1,0
2023,Canadian Grand Prix,gasly,5,13,1:18.963,78.963,5,0.44899999999999807,1,0
2023,Canadian Grand Prix,hamilton,1,2,1:23.978,83.97800000000001,1,0.0,1,0
2023,Canadian Grand Prix,hamilton,2,2,1:18.397,78.39699999999999,2,-5.581000000000017,1,0
2023,Canadian Grand Prix,hamilton,3,2,1:17.732,77.732,3,-0.664999999999992,1,0
2023,Canadian Grand Prix,hamilton,4,2,1:17.558,77.55799999999999,4,-0.1740000000000066,1,0
2023,Canadian Grand Prix,hamilton,5,2,1:17.686,77.686,5,0.12800000000001432,1,0
2023,Canadian Grand Prix,hulkenberg,1,6,1:27.105,87.105,1,0.0,1,0
2023,Canadian Grand Prix,hulkenberg,2,6,1:19.510,79.51,2,-7.594999999999999,1,0
2023,Canadian Grand Prix,hulkenberg,3,6,1:18.703,78.703,3,-0.8070000000000022,1,0
2023,Canadian Grand Prix,hulkenberg,4,6,1:18.696,78.696,4,-0.007000000000005002,1,0
2023,Canadian Grand Prix,hulkenberg,5,6,1:18.471,78.471,5,-0.22499999999999432,1,0
2023,Canadian Grand Prix,kevin_magnussen,1,15,1:32.026,92.02600000000001,1,0.0,1,0
2023,Canadian Grand Prix,kevin_magnussen,2,15,1:20.354,80.354,2,-11.672000000000011,1,0
2023,Canadian Grand Prix,kevin_magnussen,3,15,1:18.742,78.742,3,-1.6119999999999948,1,0
2023,Canadian Grand Prix,kevin_magnussen,4,15,1:18.198,78.19800000000001,4,-0.5439999999999969,1,0
2023,Canadian Grand Prix,kevin_magnussen,5,15,1:18.466,78.46600000000001,5,0.2680000000000007,1,0
2023,Canadian Grand Prix,leclerc,1,9,1:28.596,88.596,1,0.0,1,0
2023,Canadian Grand Prix,leclerc,2,9,1:19.777,79.777,2,-8.819000000000003,1,0
2023,Canadian Grand Prix,leclerc,3,9,1:18.528,78.52799999999999,3,-1.2490000000000094,1,0
2023,Canadian Grand Prix,leclerc,4,9,1:18.648,78.648,4,0.12000000000000455,1,0
2023,Canadian Grand Prix,leclerc,5,9,1:18.708,78.708,5,0.060000000000002274,1,0
2023,Canadian Grand Prix,max_verstappen,1,1,1:23.080,83.08,1,0.0,1,0
2023,Canadian Grand Prix,max_verstappen,2,1,1:18.075,78.075,2,-5.0049999999999955,1,0
2023,Canadian Grand Prix,max_verstappen,3,1,1:17.767,77.767,3,-0.30800000000000693,1,0
2023,Canadian Grand Prix,max_verstappen,4,1,1:17.203,77.203,4,-0.563999999999993,1,0
2023,Canadian Grand Prix,max_verstappen,5,1,1:17.371,77.371,5,0.16799999999999216,1,0
